日期,股票代码,名称,收盘价,O/N,1W,1M,past_5d,past_15d,涨跌幅,成交量,now-avg_5d,now-avg_15d,O/N_td,1W_past_5d,1W_past_15d,1M_past_15d,predict_5d
2010/1/4,'000905,中证500,4510.527,1.1175,1.4225,1.7728,,,0.5634,51256734,,,,,,,0.007188074
2010/1/5,'000905,中证500,4557.475,1.115,1.4004,1.758,,,1.0409,57040745,,,-0.002237136,,,,0.018026868
2010/1/6,'000905,中证500,4550.279,1.1183,1.4002,1.7513,,,-0.1579,57875979,,,0.002959641,,,,0.008954396
2010/1/7,'000905,中证500,4459.155,1.0797,1.3942,1.7444,,,-2.0026,57873440,,,-0.034516677,,,,0.057173388
2010/1/8,'000905,中证500,4514.452,1.0608,1.3993,1.7463,,,1.2401,46573646,-7.8506,,-0.017504862,,,,0.051655439
2010/1/11,'000905,中证500,4542.949,1.0471,1.3696,1.7401,0.007188074,,0.6312,57089732,32.613,,-0.012914781,-0.037188049,,,0.062979576
2010/1/12,'000905,中证500,4639.632,1.0336,1.4354,1.7392,0.018026868,,2.1282,62061689,8.9856,,-0.012892751,0.024992859,,,0.041034289
2010/1/13,'000905,中证500,4591.024,1.0854,1.395,1.7426,0.008954396,,-1.0477,67898807,-90.2874,,0.050116099,-0.003713755,,,0.013079871
2010/1/14,'000905,中证500,4714.1,1.0475,1.4475,1.7448,0.057173388,,2.6808,67918483,-85.9794,,-0.034918003,0.038229809,,,-0.009946968
2010/1/15,'000905,中证500,4747.648,1.0283,1.415,1.7426,0.051655439,,0.7117,58513372,-104.1216,,-0.018329356,0.011219896,,,-0.044183562
2010/1/18,'000905,中证500,4829.062,1.0271,1.4042,1.7371,0.062979576,,1.7148,63284357,-64.6612,,-0.001166975,0.02526285,,,-0.072043391
2010/1/19,'000905,中证500,4830.016,1.0271,1.3613,1.7368,0.041034289,,0.0198,66154944,-151.346,,0,-0.051623241,,,-0.110896734
2010/1/20,'000905,中证500,4651.074,1.0275,1.4579,1.7375,0.013079871,,-3.7048,78086537,-40.28,,0.000389446,0.045089606,,,-0.082553191
2010/1/21,'000905,中证500,4667.209,1.0283,1.4125,1.7397,-0.009946968,,0.3469,50936676,2.6462,,0.000778589,-0.02417962,,,-0.070883477
2010/1/22,'000905,中证500,4537.88,1.0423,1.4813,1.7396,-0.044183562,,-2.771,60187183,126.0138,-84.95213333,0.013614704,0.046855124,,,-0.035970762
2010/1/25,'000905,中证500,4481.16,1.1879,1.3892,1.7431,-0.072043391,-0.006510769,-1.2499,41395083,196.5482,-139.7143333,0.139691068,-0.010682239,-0.02340949,-0.016753159,-0.033427505
2010/1/26,'000905,中证500,4294.383,1.1958,1.5396,1.7467,-0.110896734,-0.057727579,-4.1681,41520282,124.7328,-308.9518667,0.006650391,0.130977742,0.099400171,-0.006427759,0.001719688
2010/1/27,'000905,中证500,4267.113,1.315,1.5483,1.7563,-0.082553191,-0.06223047,-0.635,32924152,217.66,-317.3441333,0.099682221,0.062006996,0.105770604,0.002855022,0.022489679
2010/1/28,'000905,中证500,4336.381,1.3588,1.8508,1.8074,-0.070883477,-0.027533019,1.6233,32127330,154.4966,-239.8912,0.033307985,0.310300885,0.327499641,0.03611557,0.016617544
2010/1/29,'000905,中证500,4374.649,1.3592,1.8542,1.8129,-0.035970762,-0.030967878,0.8825,39888065,130.4228,-192.303,0.000294377,0.251738338,0.325091117,0.038137777,-0.014482533
2010/2/1,'000905,中证500,4331.366,1.3546,1.8208,1.8311,-0.033427505,-0.046573932,-0.9894,43095029,-26.3954,-221.4804667,-0.003384344,0.310682407,0.329439252,0.052295845,-0.004726454
2010/2/2,'000905,中证500,4301.768,1.3575,1.7892,1.8421,0.001719688,-0.072821293,-0.6833,38532505,-55.1424,-228.5542,0.002140853,0.162120031,0.246481817,0.059165133,0.002353218
2010/2/3,'000905,中证500,4363.079,1.3567,1.77,1.8511,0.022489679,-0.049650143,1.4253,48526679,-5.0676,-152.0468667,-0.000589319,0.143189304,0.268817204,0.062263285,0.00072678
2010/2/4,'000905,中证500,4408.441,1.3575,1.7792,1.8503,0.016617544,-0.064839312,1.0397,51873782,18.7884,-86.3076,0.000589666,-0.038685974,0.229153713,0.060465383,-0.011778313
2010/2/5,'000905,中证500,4311.293,1.3583,1.7292,1.8545,-0.014482533,-0.09190972,-2.2037,49670405,-11.8234,-154.3652667,0.000589319,-0.067414518,0.22204947,0.064214392,0.024337478
2010/2/8,'000905,中证500,4310.894,1.3567,1.8158,1.8539,-0.004726454,-0.107301998,-0.0093,31946076,-37.327,-120.2197333,-0.001177943,-0.002746046,0.293120638,0.067238501,0.025204285
2010/2/9,'000905,中证500,4311.891,1.405,1.8942,1.881,0.002353218,-0.107271901,0.0231,29896579,21.9594,-84.68106667,0.035601091,0.058685446,0.391464042,0.083026255,0.034152997
2010/2/10,'000905,中证500,4366.25,1.4992,1.8358,1.8975,0.00072678,-0.061238329,1.2607,25897196,66.6872,-11.3338,0.067046263,0.037175141,0.259208451,0.092086331,0.043522703
2010/2/11,'000905,中证500,4356.517,2.4967,2.7208,2.065,-0.011778313,-0.066569121,-0.2229,24485410,-20.076,-0.354,0.665354856,0.529226619,0.926230088,0.186986262,0.062767573
2010/2/12,'000905,中证500,4416.219,2.2538,2.4833,2.0106,0.024337478,-0.026810096,1.3704,24511379,-41.4602,67.45873333,-0.097288421,0.436097617,0.676432863,0.155782939,0.049465844
2010/2/22,'000905,中证500,4419.547,1.4313,1.4758,1.8679,0.025204285,-0.013749342,0.0754,31469426,-62.1938,74.89426667,-0.364939214,-0.187245291,0.062338036,0.071596581,0.06034985
2010/2/23,'000905,中证500,4459.155,1.4321,1.5996,1.8569,0.034152997,0.038369191,0.8962,38842110,-37.2876,103.5174667,0.000558932,-0.155527399,0.038971161,0.063090399,0.051834484
2010/2/24,'000905,中证500,4556.281,1.4375,1.65,1.8569,0.043522703,0.067766661,2.1781,48024568,-85.0268,181.3656,0.003770686,-0.101209282,0.065684945,0.057279508,0.044367983
2010/2/25,'000905,中证500,4629.965,1.4521,1.6829,1.8533,0.062767573,0.067702538,1.6172,55519410,-80.0144,235.4773333,0.010156522,-0.381468686,-0.090717528,0.025395596,-0.009382792
2010/2/26,'000905,中证500,4634.671,1.4315,1.6642,1.8561,0.049465844,0.059438369,0.1016,49530522,-120.3768,222.8485333,-0.014186351,-0.329843354,-0.102470068,0.023829224,-0.006491291
2010/3/1,'000905,中证500,4686.266,1.4295,1.6508,1.844,0.06034985,0.081937199,1.1132,53862437,-134.1126,250.7835333,-0.001397136,0.118579753,-0.093365554,0.007044946,-0.00676082
2010/3/2,'000905,中证500,4690.293,1.4242,1.718,1.8358,0.051834484,0.090317516,0.0859,56628861,-83.2142,228.9088667,-0.00370759,0.074018505,-0.039794321,-0.00342001,-0.006431794
2010/3/3,'000905,中证500,4758.434,1.4075,1.7388,1.8341,0.044367983,0.090613762,1.4528,63573551,-49.9608,270.6928667,-0.011725881,0.053818182,-0.017627119,-0.009183729,-0.033506822
2010/3/4,'000905,中证500,4586.523,1.4017,1.6783,1.8363,-0.009382792,0.040395686,-3.6128,68470706,-36.5664,86.90973333,-0.004120782,-0.002733377,-0.056710881,-0.007566341,-0.00515663
2010/3/5,'000905,中证500,4604.586,1.3842,1.6879,1.8361,-0.006491291,0.068029011,0.3938,52371476,21.0456,85.41986667,-0.01248484,0.014241077,-0.023883877,-0.009921812,-0.024263853
2010/3/8,'000905,中证500,4654.583,1.3785,1.6392,1.8419,-0.00676082,0.07972569,1.0858,45039469,31.4092,112.5042667,-0.004117902,-0.007026896,-0.097257407,-0.006472841,-0.042930376
2010/3/9,'000905,中证500,4660.126,1.3663,1.6642,1.8379,-0.006431794,0.08076155,0.1191,47214429,105.5836,94.8316,-0.008850199,-0.031315483,-0.121423292,-0.022913344,-0.036192369
2010/3/10,'000905,中证500,4598.994,1.3592,1.7058,1.834,-0.033506822,0.053305239,-1.3118,44799559,-34.4394,18.18333333,-0.005196516,-0.018978606,-0.070813814,-0.033465086,0.003709289
2010/3/11,'000905,中证500,4562.872,1.3563,1.6846,1.8299,-0.00515663,0.047366968,-0.7854,37561118,-11.6462,-31.69566667,-0.002133608,0.003753798,-0.380843869,-0.113849879,0.014920646
2010/3/12,'000905,中证500,4492.861,1.3446,1.6608,1.8189,-0.024263853,0.017354665,-1.5344,35400212,60.6958,-106.8161333,-0.00862641,-0.016055454,-0.331212499,-0.095344673,0.038069729
2010/3/15,'000905,中证500,4454.76,1.3375,1.65,1.8019,-0.042930376,0.007967559,-0.848,29928780,106.2034,-147.2646667,-0.005280381,0.00658858,0.118037674,-0.035333797,0.052850883
2010/3/16,'000905,中证500,4491.465,1.3354,1.6313,1.7927,-0.036192369,0.007245767,0.824,27664476,78.8036,-112.7136667,-0.001570093,-0.019769259,0.019817454,-0.034573752,0.037217478
2010/3/17,'000905,中证500,4616.053,1.3275,1.6417,1.7879,0.003709289,0.013118594,2.7739,44369453,39.2698,7.889533333,-0.00591583,-0.037577676,-0.005030303,-0.037158705,0.014517164
2010/3/18,'000905,中证500,4630.953,1.3246,1.6425,1.7836,0.014920646,0.000213393,0.3228,49791347,-44.3574,22.72366667,-0.002184557,-0.024991096,-0.02400618,-0.03760859,-0.002203434
2010/3/19,'000905,中证500,4663.903,1.3238,1.625,1.7792,0.038069729,0.006307244,0.7115,46415546,-116.6668,53.72486667,-0.000603956,-0.021555877,-0.023554861,-0.041430957,0.004937495
2010/3/22,'000905,中证500,4690.198,1.3163,1.5933,1.7753,0.052850883,0.000839048,0.5638,47200320,-127.0494,79.75773333,-0.005665508,-0.034363636,-0.034831597,-0.037255965,0.007124006
2010/3/23,'000905,中证500,4658.626,1.3146,1.5832,1.7682,0.037217478,-0.006751604,-0.6731,47048667,-35.8936,50.29686667,-0.001291499,-0.029485686,-0.078463329,-0.036823183,0.018416804
2010/3/24,'000905,中证500,4683.065,1.3133,1.5667,1.7652,0.014517164,-0.015839034,0.5246,47442767,-34.396,79.76046667,-0.000988894,-0.045684352,-0.098976305,-0.037566109,0.015607727
2010/3/25,'000905,中证500,4620.749,1.3083,1.5596,1.7629,-0.002203434,0.007462298,-1.3307,48954116,0.5948,15.16273333,-0.003807203,-0.050471842,-0.07072633,-0.039971682,0.04468215
2010/3/26,'000905,中证500,4686.931,1.3042,1.5586,1.7603,0.004937495,0.017883258,1.4323,45219282,22.2842,75.85506667,-0.003133838,-0.040861538,-0.076604064,-0.041283155,0.0333361
2010/3/29,'000905,中证500,4723.611,1.3025,1.5499,1.7532,0.007124006,0.014830115,0.7826,50283238,-15.9704,107.9332,-0.001303481,-0.027239064,-0.054477794,-0.048156795,0.027371644
2010/3/30,'000905,中证500,4744.423,1.2946,1.6297,1.7461,0.018416804,0.018088996,0.4406,47343723,-8.6908,123.1254,-0.006065259,0.029370894,-0.020730681,-0.049948311,0.025127608
2010/3/31,'000905,中证500,4756.157,1.3388,1.6,1.7403,0.015607727,0.034173343,0.2473,49108276,-85.6252,124.3818667,0.03414182,0.021254867,-0.062023684,-0.051090513,0.022868253
2010/4/1,'000905,中证500,4827.214,1.3045,1.5733,1.7375,0.04468215,0.057933249,1.494,61878857,-60.7362,177.8160667,-0.025619958,0.008784304,-0.066069097,-0.050494563,0.023193917
2010/4/2,'000905,中证500,4843.175,1.3125,1.5758,1.7402,0.0333361,0.077971253,0.3306,59431946,-55.305,170.4228,0.006132618,0.011035545,-0.051180154,-0.043267909,0.027503652
2010/4/6,'000905,中证500,4852.904,1.3096,1.5917,1.7392,0.027371644,0.089374961,0.2009,57397050,-60.3516,153.6088667,-0.002209524,0.026969482,-0.035333333,-0.034796604,0.013799778
2010/4/7,'000905,中证500,4863.639,1.2971,1.6633,1.7442,0.025127608,0.082862496,0.2212,53289186,-72.4608,139.5322667,-0.009544899,0.020617292,0.019616257,-0.027054164,0.023412305
2010/4/8,'000905,中证500,4864.922,1.2925,1.68,1.7471,0.022868253,0.053913809,0.0264,57175510,-23.1568,124.224,-0.003546373,0.05,0.023329476,-0.022820068,0.010241685
2010/4/9,'000905,中证500,4939.176,1.2913,1.6742,1.7475,0.023193917,0.066557143,1.5263,58419225,-29.5882,177.9298,-0.000928433,0.064132715,0.019299848,-0.020239964,-0.008200963
2010/4/12,'000905,中证500,4976.38,1.2842,1.6458,1.7471,0.027503652,0.066999035,0.7532,72281718,-46.5002,194.302,-0.005498335,0.044421881,0.0128,-0.018041817,-0.057781761
2010/4/13,'000905,中证500,4919.873,1.2833,1.6696,1.7468,0.013799778,0.048969148,-1.1355,73469443,-49.159,122.4833333,-0.000700825,0.048941383,0.047888031,-0.016053625,-0.034541339
2010/4/14,'000905,中证500,4977.508,1.2838,1.6454,1.7474,0.023412305,0.068449796,1.1715,56202291,-70.6498,158.8595333,0.000389621,-0.010761739,0.039287519,-0.011763375,-0.01678149
2010/4/15,'000905,中证500,4914.747,1.2813,1.6725,1.7478,0.010241685,0.049472301,-1.2609,54251123,-6.3608,80.65306667,-0.001947344,-0.004464286,0.067530478,-0.00985724,-0.002511218
2010/4/16,'000905,中证500,4898.67,1.2874,1.6638,1.7463,-0.008200963,0.06014631,-0.3271,43045737,38.9444,46.048,0.00476079,-0.006211922,0.066812003,-0.009416303,-0.007043953
2010/4/19,'000905,中证500,4688.836,1.2875,1.6099,1.7464,-0.057781761,0.000406449,-4.2835,58277447,39.9462,-163.913,7.77E-05,-0.0218131,0.032914154,-0.007896381,0.037902157
2010/4/20,'000905,中证500,4749.934,1.2896,1.6369,1.7459,-0.034541339,0.005572643,1.3031,52719073,131.569,-104.5698667,0.001631068,-0.019585529,0.056132654,-0.004163815,-0.002245294
2010/4/21,'000905,中证500,4893.978,1.2917,1.6633,1.7438,-0.01678149,0.031522274,3.0325,63953385,85.514,29.5038,0.001628412,0.010878814,0.020617292,-0.001317221,-0.036687129
2010/4/22,'000905,中证500,4902.405,1.2933,1.6396,1.7406,-0.002511218,0.030749195,0.1722,65995208,71.9054,28.18093333,0.001238678,-0.019671151,0.02475,0.000172384,-0.069558717
2010/4/23,'000905,中证500,4864.164,1.2888,1.6715,1.7426,-0.007043953,0.007654519,-0.78,55763900,-131.0274,-12.5234,-0.003479471,0.00462796,0.062416577,0.002935252,-0.087472996
2010/4/26,'000905,中证500,4866.553,1.2896,1.6471,1.7473,0.037902157,0.004826999,0.0491,48510450,-105.4728,-11.69293333,0.000620732,0.023107025,0.045246859,0.004079991,-0.088855911
2010/4/27,'000905,中证500,4739.269,1.3319,1.6383,1.7465,-0.002245294,-0.023415876,-2.6155,53715867,40.7042,-131.4012667,0.032800868,0.000855275,0.029276874,0.004197332,-0.036812006
2010/4/28,'000905,中证500,4714.432,1.3425,1.6196,1.7472,-0.036687129,-0.030678058,-0.5241,44319858,85.0404,-146.2911333,0.007958555,-0.026273072,-0.026273072,0.001719986,-0.062499788
2010/4/29,'000905,中证500,4561.4,1.3529,1.6025,1.7474,-0.069558717,-0.062389901,-3.246,48293400,115.0004,-279.0883333,0.007746741,-0.02262747,-0.046130952,0.000171713,-0.046179243
2010/4/30,'000905,中证500,4438.681,1.3973,1.6079,1.7562,-0.087472996,-0.10133168,-2.6904,43819654,202.486,-368.441,0.03281839,-0.038049656,-0.039601003,0.004978541,-0.038203466
2010/5/4,'000905,中证500,4434.131,1.3979,1.6017,1.7614,-0.088855911,-0.108964549,-0.1025,31837592,161.6864,-336.8410667,0.0004294,-0.027563597,-0.026795479,0.008184992,-0.065351926
2010/5/5,'000905,中证500,4564.807,1.4093,1.6483,1.7668,-0.036812006,-0.072169749,2.947,43298498,171.7418,-182.494,0.00815509,0.006103888,-0.012757547,0.011449508,-0.114416886
2010/5/6,'000905,中证500,4419.781,1.4088,1.6821,1.7704,-0.062499788,-0.112049443,-3.177,44983501,77.64,-290.3382,-0.000354786,0.038589775,0.022304607,0.013162413,-0.059265154
2010/5/7,'000905,中证500,4350.758,1.4088,1.7033,1.7783,-0.046179243,-0.114754432,-1.5617,42211550,-2.9506,-321.7619333,0,0.062901716,0.018415546,0.017450509,-0.038135194
2010/5/10,'000905,中证500,4269.108,1.5054,1.7,1.7817,-0.038203466,-0.128516924,-1.8767,40192159,26.414,-361.4411333,0.068568995,0.057279682,0.021757423,0.020271431,-0.082770452
2010/5/11,'000905,中证500,4144.352,1.5042,1.7042,1.7881,-0.065351926,-0.11612349,-2.9223,40025811,215.0458,-449.8982,-0.00079713,0.063994506,0.058575067,0.023877691,-0.041550042
2010/5/12,'000905,中证500,4042.516,1.5008,1.7175,1.7918,-0.114416886,-0.148932175,-2.4572,36571835,174.478,-504.573,-0.002260338,0.041982649,0.049239416,0.026290166,-0.01611348
2010/5/13,'000905,中证500,4157.842,1.4983,1.7279,1.7938,-0.059265154,-0.150416696,2.8528,36516862,157.8428,-340.1712667,-0.001665778,0.02722787,0.038838454,0.028673013,-0.061711099
2010/5/14,'000905,中证500,4184.841,1.5,1.747,1.7954,-0.038135194,-0.146369792,0.6494,36942440,109.3762,-265.3346667,0.001134619,0.025656079,0.065503781,0.031483397,-0.048378421
2010/5/17,'000905,中证500,3915.752,1.5433,1.7346,1.7986,-0.082770452,-0.194979446,-6.4301,37603132,55.2914,-471.1962,0.028866667,0.020352941,0.037750523,0.032135889,0.06326371
2010/5/18,'000905,中证500,3972.154,1.5438,1.7392,1.7988,-0.041550042,-0.183784909,1.4404,37712984,-12.105,-355.1676,0.000323981,0.020537496,0.055916459,0.029474046,0.040580501
2010/5/19,'000905,中证500,3977.377,1.5454,1.7683,1.8017,-0.01611348,-0.160761501,0.1315,34960518,116.2488,-299.1518,0.001036404,0.029577875,0.079350546,0.031606069,0.042059126
2010/5/20,'000905,中证500,3901.257,1.5502,1.7933,1.8113,-0.061711099,-0.172486314,-1.9138,33434323,194.5648,-321.0601333,0.003105992,0.037849413,0.107248703,0.036687271,0.081353266
2010/5/21,'000905,中证500,3982.385,1.6588,1.8058,1.8715,-0.048378421,-0.126938001,2.0795,40230813,-34.033,-201.3311333,0.070055477,0.033657699,0.126864275,0.071019801,0.06351395
2010/5/24,'000905,中证500,4163.477,1.7425,1.865,1.943,0.06326371,-0.062001302,4.5473,54419277,-27.176,-1.8922,0.050458163,0.075175833,0.159898004,0.106366018,-0.014197989
2010/5/25,'000905,中证500,4133.346,1.855,1.9267,2.0482,0.040580501,-0.067834036,-0.7237,47451018,-54.1914,-11.97086667,0.06456241,0.107808188,0.202909409,0.162825026,-0.026021775
2010/5/26,'000905,中证500,4144.662,2.1592,2.1721,2.1917,0.042059126,-0.092040036,0.2738,34229709,-163.7684,27.3548,0.163989218,0.228354917,0.317781957,0.240491284,-0.014728825
2010/5/27,'000905,中证500,4218.637,2.32,2.4167,2.3117,0.081353266,-0.045509947,1.7848,43652360,-146.1164,114.7394,0.074472027,0.347627279,0.43671601,0.305750113,-0.039029668
2010/5/28,'000905,中证500,4235.322,2.21,2.39,2.3792,0.06351395,-0.026532388,0.3955,45314112,-15.6118,139.1201333,-0.047413793,0.323513124,0.403158575,0.33790699,-0.034539759
2010/5/31,'000905,中证500,4104.364,2.3725,2.5033,2.4967,-0.014197989,-0.038589794,-3.092,41408221,-33.9202,19.14506667,0.073529412,0.342252011,0.472529412,0.401302127,-0.007746876
2010/6/1,'000905,中证500,4025.789,2.7408,3.2008,2.9348,-0.026021775,-0.028608332,-1.9144,38746191,-1.0928,-51.52573333,0.155237092,0.661286137,0.878183312,0.64129523,0.020748231
2010/6/2,'000905,中证500,4083.616,2.7654,3.2796,3.0533,-0.014728825,0.010166936,1.4364,32708799,85.0914,3.561266667,0.008975482,0.509875236,0.909519651,0.70404063,0.031409662
2010/6/3,'000905,中证500,4053.985,2.7513,3.1946,3.0633,-0.039029668,-0.024978583,-0.7256,37543527,134.7068,-19.14593333,-0.00509872,0.321885215,0.848833845,0.707715464,0.041830693
2010/6/4,'000905,中证500,4089.035,2.1024,2.2078,2.9692,-0.034539759,-0.022893582,0.8646,31415125,33.0062,22.29113333,-0.235852143,-0.07623431,0.263766457,0.653781887,0.026646874
2010/6/7,'000905,中证500,4072.568,1.7041,1.9136,2.9367,-0.007746876,0.04004748,-0.4027,34970362,-39.2096,-4.630266667,-0.189450152,-0.235569049,0.10319382,0.632769932,0.017845006
2010/6/8,'000905,中证500,4109.317,1.8413,2.1963,2.9675,0.020748231,0.034531139,0.9024,34239596,1.9118,22.97453333,0.080511707,-0.313827793,0.262821987,0.649710918,-0.033346417
2010/6/9,'000905,中证500,4211.881,1.8454,2.2129,2.9717,0.031409662,0.05895946,2.4959,47558272,-53.3722,109.9049333,0.002226688,-0.32525308,0.251427925,0.64938669,-0.029645662
2010/6/10,'000905,中证500,4223.566,1.935,2.4725,3.0107,0.041830693,0.082616705,0.2774,41886171,-52.2384,100.1026667,0.048553159,-0.226037689,0.378743099,0.662176337,-0.024586807
2010/6/11,'000905,中证500,4197.995,1.9788,2.7317,3.0833,0.026646874,0.054140923,-0.6054,34418006,-90.4974,60.15766667,0.022635659,0.237295045,0.512736737,0.647502004,-0.024637238
2010/6/17,'000905,中证500,4145.243,2.18,2.6175,3.2233,0.017845006,-0.004379513,-1.2566,28998362,-68.2834,8.621266667,0.101677785,0.367840719,0.403485255,0.65892949,-0.012049475
2010/6/18,'000905,中证500,3972.286,2.2142,2.6883,3.3567,-0.033346417,-0.03896601,-4.1724,35042623,61.6868,-153.5984,0.015688073,0.224013113,0.395287279,0.638853628,0.014134682
2010/6/21,'000905,中证500,4087.017,2.2292,2.6467,3.5542,-0.029645662,-0.013908251,2.8883,35086242,98.3446,-35.0244,0.006774456,0.196032356,0.218498228,0.621663549,-0.030740024
2010/6/22,'000905,中证500,4119.722,2.2463,2.8257,3.76,-0.024586807,-0.023447147,0.8002,34616538,93.5424,4.274933333,0.007670913,0.142851365,0.169239045,0.62650863,-0.092904327
2010/6/23,'000905,中证500,4094.568,2.2408,2.7083,3.8796,-0.024637238,-0.033233365,-0.6106,31267977,61.4758,-11.49546667,-0.002448471,-0.008566094,0.133179916,0.630632145,-0.105042583
2010/6/24,'000905,中证500,4095.295,2.3067,2.8708,3.9942,-0.012049475,-0.002209599,0.0178,24970787,-101.4916,-10.16386667,0.02940914,0.096771729,0.146806216,0.599791725,-0.119332551
2010/6/25,'000905,中证500,4028.433,2.2933,3.1458,4.0525,0.014134682,0.000656766,-1.6327,25801715,2.01,-77.20213333,-0.005809165,0.170181899,-0.017183204,0.380843669,-0.10993282
2010/6/28,'000905,中证500,3961.382,2.2883,2.8192,3.9075,-0.030740024,-0.029932785,-1.6644,21119469,59.842,-136.1042,-0.002180264,0.065175502,-0.140382974,0.27976288,-0.100343769
2010/6/29,'000905,中证500,3736.982,2.2785,2.8702,3.8904,-0.092904327,-0.078195405,-5.6647,33575643,111.236,-339.3706667,-0.004282655,0.01574831,-0.101546359,0.270002938,-0.019172691
2010/6/30,'000905,中证500,3664.464,2.2683,2.6192,3.883,-0.105042583,-0.103831589,-1.9405,25537340,197.9838,-383.5839333,-0.004476629,-0.032898866,0.186339342,0.307759666,0.014790158
2010/7/1,'000905,中证500,3606.593,2.2492,2.6542,3.5092,-0.119332551,-0.114417979,-1.5792,22463470,228.8622,-410.3899333,-0.008420403,-0.075449352,0.387019231,0.194946709,0.025439244
2010/7/2,'000905,中证500,3585.576,2.1942,2.6079,3.3483,-0.10993282,-0.12745208,-0.5827,30876868,250.3826,-396.4908667,-0.024453139,-0.170989891,0.187406092,0.128323505,0.061922547
2010/7/5,'000905,中证500,3563.882,2.165,2.5838,3.1533,-0.100343769,-0.153850263,-0.605,22484253,105.4826,-374.9849333,-0.013307812,-0.083498865,0.167608116,0.061109802,0.080147996
2010/7/6,'000905,中证500,3665.334,2.1567,2.6767,2.9808,-0.019172691,-0.132170777,2.8467,29592012,47.2942,-236.3174667,-0.003833718,-0.067416905,0.082588473,-0.009931245,0.03367142
2010/7/7,'000905,中证500,3718.662,2.1291,2.4485,2.82,0.014790158,-0.114181413,1.4549,28947693,-21.4164,-151.0339333,-0.012797329,-0.065172572,-0.103671706,-0.085395518,0.028339225
2010/7/8,'000905,中证500,3698.342,1.9842,2.4233,2.715,0.025439244,-0.107810567,-0.5464,27792471,-60.7832,-141.5605333,-0.068056925,-0.086994198,-0.074192932,-0.157695529,0.010018814
2010/7/9,'000905,中证500,3807.604,1.7206,2.2918,2.6214,0.061922547,-0.04145774,2.9544,40733295,-126.8828,-21.31973333,-0.132849511,-0.121208635,-0.147490979,-0.219054428,-0.01317679
2010/7/12,'000905,中证500,3849.52,1.6916,2.0667,2.595,0.080147996,-0.058110108,1.1008,40014436,-82.5584,36.4294,-0.016854586,-0.200131589,-0.219140817,-0.269877891,-0.001872181
2010/7/13,'000905,中证500,3788.751,1.6479,1.9892,2.5296,0.03367142,-0.080338188,-1.5786,34445295,-53.9138,-2.274866667,-0.02583353,-0.256846116,-0.296032841,-0.327234043,0.042918365
2010/7/14,'000905,中证500,3824.046,1.5186,1.7966,2.4624,0.028339225,-0.066068508,0.9316,35409659,-95.3106,51.05493333,-0.078463499,-0.26624464,-0.336631835,-0.365295391,0.035402555
2010/7/15,'000905,中证500,3735.395,1.4608,1.8621,2.3936,0.010018814,-0.087881337,-2.3183,32710612,6.5408,-13.60273333,-0.038061372,-0.231585029,-0.351365473,-0.40073106,0.07561958
2010/7/16,'000905,中证500,3757.432,1.4433,1.86,2.375,-0.01317679,-0.067272063,0.59,27987211,58.4912,26.501,-0.011979737,-0.188410856,-0.408735457,-0.413942011,0.068673232
2010/7/19,'000905,中证500,3842.313,1.4442,1.85,2.4158,-0.001872181,-0.03005744,2.259,35074236,-0.8364,119.3199333,0.000623571,-0.104853148,-0.343785471,-0.381753039,0.05954252
2010/7/20,'000905,中证500,3951.358,1.4763,1.8192,2.4008,0.042918365,0.057366078,2.838,52683504,1.9372,214.0732,0.022226838,-0.085461492,-0.366176573,-0.382891219,0.029738131
2010/7/21,'000905,中证500,3959.427,1.4729,1.8458,2.3358,0.035402555,0.080492809,0.2042,52042488,-113.79,202.478,-0.002303055,0.027385061,-0.295281002,-0.398454803,0.051243273
2010/7/22,'000905,中证500,4017.864,1.4483,1.7167,2.3008,0.07561958,0.114033105,1.4759,46178883,-148.2468,233.4969333,-0.016701745,-0.078083884,-0.353213774,-0.344351989,0.043848174
2010/7/23,'000905,中证500,4015.467,1.4275,1.7808,2.2575,0.068673232,0.119894544,-0.0597,44710462,-114.9728,202.4405333,-0.014361665,-0.042580645,-0.317151731,-0.32577726,0.043746593
2010/7/26,'000905,中证500,4071.094,1.4679,1.73,2.2492,0.05954252,0.142320088,1.3853,43857872,-51.684,224.2534,0.028301226,-0.064864865,-0.330443533,-0.286715504,0.04834106
2010/7/27,'000905,中证500,4068.864,1.4404,1.7346,2.2275,0.029738131,0.11009365,-0.0548,41066283,-67.1162,195.1214,-0.018734246,-0.046503958,-0.351963238,-0.252717391,0.030666299
2010/7/28,'000905,中证500,4162.321,1.4433,1.685,2.1906,0.051243273,0.119306084,2.2969,57902007,-49.258,259.0011333,0.00201333,-0.087116697,-0.311823565,-0.223191489,0.020587792
2010/7/29,'000905,中证500,4194.04,1.4446,1.6883,2.175,0.043848174,0.134032493,0.7621,62749036,-86.8902,257.6736,0.000900714,-0.016543368,-0.30330541,-0.198895028,0.017623819
2010/7/30,'000905,中证500,4191.13,1.4696,1.6825,2.1575,0.043746593,0.100726336,-0.0694,47298289,-66.3958,229.1952,0.017305829,-0.05519991,-0.265860895,-0.176966506,0.039340703
2010/8/2,'000905,中证500,4267.895,1.4696,1.6425,2.1525,0.04834106,0.108682381,1.8316,54273135,-107.986,278.0685333,0,-0.050578035,-0.205254754,-0.170520231,0.034132283
